名称,住所
介護老人福祉施設　おおまし,埼玉県春日部市下大増新田78-1
しょうぶ苑,埼玉県春日部市米崎３８９
春日部認知症保健福祉センター,埼玉県春日部市増富３６番地
在宅サポート２１狭山訪問看護ステーション,埼玉県狭山市水野３６－３
石心会ヘルパーステーション,埼玉県狭山市入間川４－１０－１５
（株）ふれあい広場　ヘルパーステーション　スマイル　狭山,埼玉県狭山市入間川１４３０－１４０　エクセレント９２　１Ｆ
むさしの園ホームヘルプサービス,埼玉県狭山市南入曽1048番地2
ニチイケアセンター狭山,埼玉県狭山市富士見１－１５－３８　小沢ビル１階
医療法人社団　清心会　至聖ホームヘルパーステーション,埼玉県狭山市下奥富６８８
寿介護エス・オー・エス,埼玉県狭山市中央１丁目４６番地８号
ライフサポート　優起画,埼玉県狭山市入間川３－１９－１８居山ビル２０１
ヘルパーステーション　すまいる,埼玉県狭山市水野1245-2
ヘルパーステーション　ピース関,埼玉県狭山市北入曽１５０８－５５　フラワーヒル７５－７
社会福祉法人　狭山市社会福祉協議会　訪問介護・介護予防訪問介護事業所,埼玉県狭山市富士見１丁目１番１１号
優愛介護　狭山,埼玉県狭山市富士見１－２７－２５　アマン富士見１階
アースサポート狭山,埼玉県狭山市富士見１丁目１０番１号
ファインケア狭山,埼玉県狭山市富士見１－２３－１４
青空ケアセンター,埼玉県狭山市広瀬一丁目１２番２０号　富士見ハイツ１０１号室
訪問介護ちゃのみ,埼玉県狭山市新狭山２－６－５９
ケアステーションあすなろ,埼玉県狭山市青柳63-7　新狭山ハイツ店舗5号室
合同会社ライズ,埼玉県狭山市新狭山2-14-2-612
トータルケアサービス　いずな　訪問介護,埼玉県狭山市新狭山2-1-15日光館201号
ケアサポートあすなろ狭山店,埼玉県狭山市入間川二丁目6番22号第2甲田ビル2F A号
訪問介護事業所　ハートフル狭山,埼玉県狭山市北入曽699-1メルヴェイユ101
介護ハートさやま,埼玉県狭山市広瀬東1-11-3
ニチイケアセンター狭山西,埼玉県狭山市入間川１－７－２　シティパル狭山２０１
在宅サポート21狭山訪問看護ステーション,埼玉県狭山市水野３６－３
いきいき訪問看護ステーション鵜ノ木,埼玉県狭山市入間川４－１０－１５
狭山中央まごころ訪問看護ステーション,埼玉県狭山市富士見２－１９－３８　梅本ビル２階Ｂ号室
医療法人　入間川病院　入間川訪問看護ステーション,埼玉県狭山市祇園１８－３９
医療法人社団　清心会　至聖訪問看護ステーション,埼玉県狭山市下奥富６８８
狭山市医師会訪問看護ステーション,埼玉県狭山市狭山台1-21
あおぞら訪問看護ステーション狭山,埼玉県狭山市富士見１－２３－１４
訪問看護ステーションえみあす,埼玉県狭山市富士見２丁目２１番地２７号
訪問看護ステーションそよかぜ,埼玉県狭山市大字水野1026番地8
地域ケアステーション　ゆずり葉,埼玉県狭山市富士見2-13-7富士見Cube　A棟
マナ　アロハ,埼玉県狭山市入間川3-16-21タトヨビル103号室
介護老人保健施設　愛,埼玉県狭山市水野５９６番地
狭山中央まごころ訪問看護ステーション,埼玉県狭山市富士見２－１９－３８　梅本ビル２階B号室
むさしの園デイサービスセンター,埼玉県狭山市南入曽１０４４－１
通所介護事業所　デイサービスつつじの園,埼玉県狭山市柏原字北宿１１８５－６
デイサービス　いなりやま,埼玉県狭山市稲荷山１－１２－３
さやま苑　デイサービスセンター事業所,埼玉県狭山市柏原７５８－４
デイサービスセンターオリーブ,埼玉県狭山市上赤坂２９０－１
デイサービスハピネス狭山,埼玉県狭山市富士見２－１６－８
デイサービスセンター　さくら,埼玉県狭山市加佐志字普門寺１０４番
通所介護事業所　ジョアン宮地の里,埼玉県狭山市笹井字宮地上１５６８－２
デイホームあすなろ,埼玉県狭山市青柳２３番地の２
あずみ苑　狭山,埼玉県狭山市大字笹井２９３６－１
デイサービス第二つつじの園,埼玉県狭山市入間川字沢久保８６５－１
あずみ苑　入間川,埼玉県狭山市入間川３１７７－１
むさしの園デイサービスセンター　富士見,埼玉県狭山市富士見２丁目４－１１
ちゃあがんじゅう,埼玉県狭山市祇園６－２４　ノグチビル１Ｆ
あおぞらデイサービス狭山,埼玉県狭山市富士見１－２３－１４
デイサービスセンターケアサポートさやま,埼玉県狭山市柏原２９３５
デイホームわ～くわっく狭山,埼玉県狭山市富士見1-11-15
デイサービスセンターエクラシア狭山,埼玉県狭山市富士見1-26-12
医療法人社団　清心会　介護老人保健施設　かがやき,埼玉県狭山市下奥富６８８
老人保健施設狭山ケアセンター,埼玉県狭山市北入曽１４４３－７
通所リハビリテーションぎんなんクリニック,埼玉県狭山市入間川２－６－２２　第2甲田ビル3階
むさしの園ショートステイ,埼玉県狭山市南入曽１０４４－１
短期入所生活介護支援事業所 つつじの園,埼玉県狭山市柏原１１８５－６
さやま苑　ショートステイ事業所,埼玉県狭山市柏原７５８－４
短期入所生活介護　さくら,埼玉県狭山市加佐志字普門寺１０４番
短期入所生活介護事業所　ジョアン宮地の里,埼玉県狭山市笹井字宮地上１５６８－２
ショートステイ第二つつじの園,埼玉県狭山市入間川字沢久保８６５－１
特別養護老人ホームつつじの園　新館,埼玉県狭山市柏原字北本宿１１８５番地６
ショートステイファインケア狭山,埼玉県狭山市入間川３－２４－１５
ショートステイケアサポートさやま,埼玉県狭山市柏原２９３５
むさしの園わかば　ショートステイ,埼玉県狭山市南入曽1048-2
短期入所生活介護 ショート狭山,埼玉県狭山市大字北入曽1443番地の7
ショートステイオリーブ,埼玉県狭山市上赤坂２９０－１
特別養護老人ホーム　福寿の里（空床利用型）,埼玉県狭山市北入曽字南入間野1502番1
医療法人尚寿会　大生病院,埼玉県狭山市水野６００
介護老人保健施設かがやき,埼玉県狭山市下奥富６８８－１
家族倶楽部,埼玉県狭山市東三ツ木２２２－１
ホームステーション　らいふ　新狭山,埼玉県狭山市東三ツ木３５１－１５
家族の家ひまわり狭山,埼玉県狭山市富士見１丁目３０番９号
ふるさとホーム狭山,埼玉県狭山市笹井６８２番地の１
ル・レーヴ狭山,埼玉県狭山市中央一丁目６番１４号
イリーゼ狭山,埼玉県狭山市笹井３－１０－５
ブリエライフ狭山,埼玉県狭山市祇園11番1号
ル・レーヴ狭山さくら館,埼玉県狭山市中央1-6-4
リアンレーヴ狭山,埼玉県狭山市富士見2-7-12
有料老人ホーム　サニーライフ狭山,埼玉県狭山市南入曽574番地2
ＳＯＭＰＯケア　ラヴィーレ狭山,埼玉県狭山市新狭山二丁目2番地の7
居宅介護支援事業所　ふれあい広場　狭山,埼玉県狭山市入間川１４３０－１４０　エクセレント９２　１Ｆ
在宅介護支援センター２１彩,埼玉県狭山市水野５９４
パナソニック　エイジフリーショップ狭山,埼玉県狭山市中央１丁目４９番地２６ビアンカ狭山A棟１階
株式会社　貴輪　福祉用具貸与事業所,埼玉県狭山市水野３１　
ケアウェル狭山店,埼玉県狭山市鵜ノ木１３－３７
福祉用具エイト,埼玉県狭山市南入曽650-5-103
福祉用具 リアン,埼玉県狭山市水野1265-10
株式会社ホームケアサービスそら,埼玉県狭山市北入曽869-2
医療法人社団　清心会　至聖在宅介護支援センター,埼玉県狭山市大字下奥富６８８
むさしの園指定居宅介護支援事業,埼玉県狭山市南入曽1048番地2
さやま苑在宅介護支援センター,埼玉県狭山市柏原７１４軽費老人ホーム柏苑内（１F）
石心会介護支援センター,埼玉県狭山市入間川４－１０－１５
居宅介護支援事業所つつじの園,埼玉県狭山市柏原字北本宿１１８５番地６
狭山市医師会　指定居宅介護支援事業所,埼玉県狭山市狭山台1-21
入間川在宅介護支援センター,埼玉県狭山市祇園１８－３９
居宅介護支援事業所　ケアセンター明和,埼玉県狭山市狭山台3-25　4-3-110
居宅介護支援事業所　さくら,埼玉県狭山市加佐志字普門寺１０４番
在宅介護支援センターかけはし,埼玉県狭山市水野１２４５－２
居宅介護支援事業所　ジョアン宮地の里,埼玉県狭山市笹井字宮地上１５６８－２
居宅介護支援事業所オリーブ,埼玉県狭山市上赤坂２９０－１
居宅介護支援事業所　茶々,埼玉県狭山市狭山台２－２２－２４
狭山中央ケアプランまごころ,埼玉県狭山市富士見２－１９－３８　梅本ビル２階Ｂ号室
